시도,시군구,관광명소수,음식점수,쇼핑점수,인구수
전라남도,장성군,15,27,4,44543
전라남도,장성군,15,17,6,44543
전라남도,장성군,15,20,5,44543
전라남도,장성군,19,110,9,44543
전라남도,장성군,12,54,14,44543
전라남도,장성군,19,20,4,44543
전라남도,장성군,9,16,6,44543
전라남도,장성군,27,45,9,44543
전라남도,장성군,25,73,10,44543
전라남도,장흥군,30,421,50,37819
전라남도,장흥군,28,99,18,37819
전라남도,장흥군,17,44,12,37819
전라남도,장흥군,19,21,8,37819
전라남도,장흥군,13,44,7,37819
전라남도,장흥군,15,10,5,37819
전라남도,장흥군,13,22,9,37819
전라남도,장흥군,13,9,6,37819
전라남도,장흥군,10,8,4,37819
전라남도,장흥군,14,77,22,37819
전라남도,진도군,26,304,29,30748
전라남도,진도군,28,42,7,30748
전라남도,진도군,28,57,18,30748
전라남도,진도군,28,54,15,30748
전라남도,진도군,30,49,13,30748
전라남도,진도군,38,24,11,30748
전라남도,진도군,17,19,8,30748
전라남도,함평군,17,216,30,32112
전라남도,함평군,19,40,7,32112
전라남도,함평군,24,12,7,32112
전라남도,함평군,19,35,7,32112
전라남도,함평군,9,17,5,32112
전라남도,함평군,21,22,6,32112
전라남도,함평군,25,32,7,32112
전라남도,함평군,21,45,8,32112
전라남도,함평군,16,39,12,32112
전라남도,해남군,36,546,63,68966
전라남도,해남군,27,91,16,68966
전라남도,해남군,17,32,12,68966
전라남도,해남군,21,30,15,68966
전라남도,해남군,25,139,27,68966
전라남도,해남군,15,56,13,68966
전라남도,해남군,2,19,8,68966
전라남도,해남군,16,26,9,68966
전라남도,해남군,29,14,3,68966
전라남도,해남군,30,14,4,68966
전라남도,해남군,95,70,19,68966
전라남도,해남군,31,37,7,68966
전라남도,해남군,47,76,14,68966
전라남도,해남군,35,74,8,68966
전라남도,화순군,30,638,67,62506
전라남도,화순군,13,11,5,62506
전라남도,화순군,21,15,5,62506
전라남도,화순군,13,9,2,62506
전라남도,화순군,23,17,11,62506
전라남도,화순군,10,50,17,62506
전라남도,화순군,21,127,6,62506
전라남도,화순군,20,19,5,62506
전라남도,화순군,6,11,4,62506
전라남도,화순군,16,24,5,62506
전라남도,화순군,1,,,62506
전라남도,화순군,13,15,7,62506
전라남도,화순군,21,24,9,62506
전라남도,화순군,21,40,6,62506
전라북도,고창군,39,471,50,54486
전라북도,고창군,26,15,5,54486
전라북도,고창군,38,69,11,54486
전라북도,고창군,30,31,10,54486
전라북도,고창군,42,22,5,54486
전라북도,고창군,24,51,16,54486
전라북도,고창군,21,48,12,54486
전라북도,고창군,26,10,3,54486
전라북도,고창군,38,38,15,54486
전라북도,고창군,19,54,6,54486
전라북도,고창군,17,62,10,54486
전라북도,고창군,26,14,6,54486
전라북도,고창군,21,23,2,54486
전라북도,고창군,26,29,10,54486
전라북도,군산시,10,34,5,267911
전라북도,군산시,5,28,5,267911
전라북도,군산시,8,33,3,267911
전라북도,군산시,24,68,13,267911
전라북도,군산시,8,27,6,267911
전라북도,군산시,12,84,22,267911
전라북도,군산시,11,16,5,267911
전라북도,군산시,18,67,9,267911
전라북도,군산시,3,26,8,267911
전라북도,군산시,12,109,6,267911
전라북도,군산시,2,59,12,267911
전라북도,군산시,5,68,13,267911
전라북도,군산시,14,391,50,267911
전라북도,군산시,1,144,37,267911
전라북도,군산시,4,46,16,267911
전라북도,군산시,1,87,18,267911
전라북도,군산시,2,183,34,267911
전라북도,군산시,2,371,44,267911
전라북도,군산시,2,115,19,267911
전라북도,군산시,2,39,10,267911
전라북도,군산시,1,18,10,267911
전라북도,군산시,1,878,54,267911
전라북도,군산시,3,313,30,267911
전라북도,군산시,,349,25,267911
전라북도,군산시,9,486,59,267911
전라북도,군산시,7,450,53,267911
전라북도,군산시,2,525,33,267911
전라북도,김제시,9,60,15,82623
전라북도,김제시,1,13,5,82623
전라북도,김제시,14,28,8,82623
전라북도,김제시,33,30,18,82623
전라북도,김제시,12,40,15,82623
전라북도,김제시,1,37,1,82623
전라북도,김제시,2,13,11,82623
전라북도,김제시,8,13,4,82623
전라북도,김제시,2,7,4,82623
전라북도,김제시,6,31,8,82623
전라북도,김제시,21,70,13,82623
전라북도,김제시,3,11,2,82623
전라북도,김제시,16,13,5,82623
전라북도,김제시,33,128,25,82623
전라북도,김제시,2,8,3,82623
전라북도,김제시,5,392,46,82623
전라북도,김제시,14,268,40,82623
전라북도,김제시,8,67,12,82623
전라북도,김제시,5,79,16,82623
전라북도,남원시,45,55,15,80784
전라북도,남원시,21,66,2,80784
전라북도,남원시,2,4,3,80784
전라북도,남원시,14,10,2,80784
전라북도,남원시,12,9,1,80784
전라북도,남원시,9,18,9,80784
전라북도,남원시,27,9,3,80784
전라북도,남원시,17,10,2,80784
전라북도,남원시,23,11,4,80784
전라북도,남원시,14,6,3,80784
전라북도,남원시,27,12,7,80784
전라북도,남원시,12,4,6,80784
전라북도,남원시,20,10,2,80784
전라북도,남원시,12,16,6,80784
전라북도,남원시,18,93,23,80784
전라북도,남원시,13,86,10,80784
전라북도,남원시,,62,12,80784
전라북도,남원시,5,231,33,80784
전라북도,남원시,19,90,17,80784
전라북도,남원시,18,166,25,80784
전라북도,남원시,3,39,17,80784
전라북도,남원시,13,139,28,80784
전라북도,남원시,11,428,39,80784
전라북도,무주군,20,188,35,24031
전라북도,무주군,11,32,11,24031
전라북도,무주군,32,208,29,24031
전라북도,무주군,18,42,12,24031
전라북도,무주군,33,71,20,24031
전라북도,무주군,12,10,5,24031
전라북도,부안군,27,532,73,52237
전라북도,부안군,11,11,3,52237
전라북도,부안군,5,28,2,52237
전라북도,부안군,8,26,6,52237
전라북도,부안군,8,54,15,52237
전라북도,부안군,28,19,3,52237
전라북도,부안군,46,320,39,52237
전라북도,부안군,49,173,26,52237
전라북도,부안군,2,14,7,52237
전라북도,부안군,20,29,6,52237
전라북도,부안군,18,25,16,52237
전라북도,부안군,8,62,19,52237
전라북도,부안군,8,24,5,52237
전라북도,순창군,28,276,29,27805
전라북도,순창군,24,4,1,27805
전라북도,순창군,24,23,10,27805
전라북도,순창군,15,6,1,27805
전라북도,순창군,17,6,3,27805
전라북도,순창군,14,44,4,27805
전라북도,순창군,18,30,8,27805
전라북도,순창군,29,57,8,27805
전라북도,순창군,12,7,4,27805
전라북도,순창군,7,4,3,27805
전라북도,순창군,20,26,7,27805
전라북도,완주군,6,295,44,91445
전라북도,완주군,23,433,47,91445
전라북도,완주군,22,51,12,91445
전라북도,완주군,10,70,11,91445
전라북도,완주군,22,246,17,91445
전라북도,완주군,34,85,17,91445
전라북도,완주군,31,101,21,91445
전라북도,완주군,27,95,18,91445
전라북도,완주군,22,13,4,91445
전라북도,완주군,26,96,9,91445
전라북도,완주군,13,37,2,91445
전라북도,완주군,12,51,12,91445
전라북도,완주군,6,15,5,91445
전라북도,익산시,,154,18,282582
전라북도,익산시,3,45,14,282582
전라북도,익산시,5,106,24,282582
전라북도,익산시,6,26,5,282582
전라북도,익산시,7,32,3,282582
전라북도,익산시,3,10,5,282582
전라북도,익산시,4,24,7,282582
전라북도,익산시,7,19,4,282582
전라북도,익산시,1,21,4,282582
전라북도,익산시,19,72,13,282582
전라북도,익산시,19,138,14,282582
전라북도,익산시,25,31,10,282582
전라북도,익산시,8,47,6,282582
전라북도,익산시,4,21,8,282582
전라북도,익산시,4,5,1,282582
전라북도,익산시,4,217,29,282582
전라북도,익산시,1,51,25,282582
전라북도,익산시,,236,26,282582
전라북도,익산시,2,240,32,282582
전라북도,익산시,3,217,22,282582
전라북도,익산시,4,260,48,282582
전라북도,익산시,5,552,45,282582
전라북도,익산시,,53,17,282582
전라북도,익산시,2,408,34,282582
전라북도,익산시,1,359,32,282582
전라북도,익산시,2,363,18,282582
전라북도,익산시,1,491,48,282582
전라북도,익산시,9,97,16,282582
전라북도,익산시,3,394,35,282582
전라북도,임실군,22,156,20,27424
전라북도,임실군,12,11,9,27424
전라북도,임실군,15,77,5,27424
전라북도,임실군,5,7,6,27424
전라북도,임실군,21,66,4,27424
전라북도,임실군,25,98,13,27424
전라북도,임실군,19,8,3,27424
전라북도,임실군,21,5,4,27424
전라북도,임실군,24,73,19,27424
전라북도,임실군,13,25,18,27424
전라북도,임실군,13,5,2,27424
전라북도,임실군,15,4,2,27424
전라북도,장수군,23,147,21,22099
전라북도,장수군,32,22,7,22099
전라북도,장수군,8,37,12,22099
전라북도,장수군,13,117,21,22099
전라북도,장수군,10,23,10,22099
전라북도,장수군,11,20,5,22099
전라북도,장수군,14,14,4,22099
전라북도,전주시 덕진구,7,170,30,317772
전라북도,전주시 덕진구,,199,34,317772
전라북도,전주시 덕진구,,221,38,317772
전라북도,전주시 덕진구,5,405,40,317772
전라북도,전주시 덕진구,10,480,50,317772
전라북도,전주시 덕진구,1,333,38,317772
전라북도,전주시 덕진구,,183,26,317772
전라북도,전주시 덕진구,5,131,25,317772
전라북도,전주시 덕진구,3,241,26,317772
전라북도,전주시 덕진구,14,488,25,317772
전라북도,전주시 덕진구,3,157,24,317772
전라북도,전주시 덕진구,3,483,30,317772
전라북도,전주시 덕진구,2,398,44,317772
전라북도,전주시 덕진구,7,106,16,317772
전라북도,전주시 덕진구,,4,3,317772
전라북도,전주시 덕진구,11,257,30,317772
전라북도,전주시 덕진구,1,171,13,317772
전라북도,전주시 완산구,14,522,50,339973
전라북도,전주시 완산구,34,509,47,339973
전라북도,전주시 완산구,12,159,49,339973
전라북도,전주시 완산구,6,30,13,339973
전라북도,전주시 완산구,11,70,13,339973
전라북도,전주시 완산구,1,74,13,339973
전라북도,전주시 완산구,1,164,18,339973
전라북도,전주시 완산구,1,651,31,339973
전라북도,전주시 완산구,,713,54,339973
전라북도,전주시 완산구,1,157,23,339973
전라북도,전주시 완산구,8,483,58,339973
전라북도,전주시 완산구,,124,15,339973
전라북도,전주시 완산구,3,236,27,339973
전라북도,전주시 완산구,20,326,30,339973
전라북도,전주시 완산구,2,88,16,339973
전라북도,전주시 완산구,,212,18,339973
전라북도,전주시 완산구,1,174,26,339973
전라북도,전주시 완산구,8,391,28,339973
전라북도,전주시 완산구,7,861,51,339973
전라북도,정읍시,14,89,18,108681
전라북도,정읍시,15,53,7,108681
전라북도,정읍시,20,21,7,108681
전라북도,정읍시,16,14,4,108681
전라북도,정읍시,23,23,7,108681
전라북도,정읍시,6,9,4,108681
전라북도,정읍시,23,11,1,108681
전라북도,정읍시,9,11,3,108681
전라북도,정읍시,6,15,5,108681
전라북도,정읍시,16,52,13,108681
전라북도,정읍시,20,7,4,108681
전라북도,정읍시,25,5,1,108681
전라북도,정읍시,22,48,7,108681
전라북도,정읍시,7,42,5,108681
전라북도,정읍시,17,46,11,108681
전라북도,정읍시,9,451,36,108681
전라북도,정읍시,4,30,6,108681
전라북도,정읍시,24,393,33,108681
전라북도,정읍시,1,159,25,108681
전라북도,정읍시,3,102,23,108681
전라북도,정읍시,1,152,24,108681
전라북도,정읍시,7,48,18,108681
전라북도,정읍시,12,26,6,108681
전라북도,진안군,43,203,34,25351
전라북도,진안군,6,19,3,25351
전라북도,진안군,4,7,6,25351
전라북도,진안군,9,8,9,25351
전라북도,진안군,8,10,1,25351
전라북도,진안군,24,13,8,25351
전라북도,진안군,25,6,2,25351
전라북도,진안군,25,28,7,25351
전라북도,진안군,17,32,4,25351
전라북도,진안군,9,16,6,25351
전라북도,진안군,15,31,6,25351
제주특별자치도,서귀포시,36,523,37,181929
제주특별자치도,서귀포시,55,354,41,181929
제주특별자치도,서귀포시,84,568,31,181929
제주특별자치도,서귀포시,62,392,23,181929
제주특별자치도,서귀포시,78,448,31,181929
제주특별자치도,서귀포시,7,163,15,181929
제주특별자치도,서귀포시,9,191,4,181929
제주특별자치도,서귀포시,2,324,18,181929
제주특별자치도,서귀포시,18,297,18,181929
제주특별자치도,서귀포시,8,88,9,181929
제주특별자치도,서귀포시,17,81,10,181929
제주특별자치도,서귀포시,8,392,37,181929
제주특별자치도,서귀포시,8,140,11,181929
제주특별자치도,서귀포시,22,249,18,181929
제주특별자치도,서귀포시,9,191,18,181929
제주특별자치도,서귀포시,30,314,22,181929
제주특별자치도,서귀포시,38,175,13,181929
제주특별자치도,제주시,45,603,46,492072
제주특별자치도,제주시,90,617,37,492072
제주특별자치도,제주시,67,468,28,492072
제주특별자치도,제주시,64,508,36,492072
제주특별자치도,제주시,49,181,23,492072
제주특별자치도,제주시,14,26,6,492072
제주특별자치도,제주시,13,112,5,492072
제주특별자치도,제주시,9,168,17,492072
제주특별자치도,제주시,10,576,49,492072
제주특별자치도,제주시,7,207,19,492072
제주특별자치도,제주시,12,1209,52,492072
제주특별자치도,제주시,4,224,19,492072
제주특별자치도,제주시,10,301,24,492072
제주특별자치도,제주시,11,186,16,492072
제주특별자치도,제주시,13,278,34,492072
제주특별자치도,제주시,12,210,37,492072
제주특별자치도,제주시,8,313,21,492072
제주특별자치도,제주시,8,233,16,492072
제주특별자치도,제주시,17,79,6,492072
제주특별자치도,제주시,37,420,38,492072
제주특별자치도,제주시,19,173,21,492072
제주특별자치도,제주시,37,1192,68,492072
제주특별자치도,제주시,34,977,53,492072
제주특별자치도,제주시,12,332,14,492072
제주특별자치도,제주시,8,66,9,492072
제주특별자치도,제주시,10,140,8,492072
충청남도,계룡시,6,37,6,42848
충청남도,계룡시,5,449,17,42848
충청남도,계룡시,7,22,6,42848
충청남도,계룡시,1,138,8,42848
충청남도,공주시,21,156,25,104736
충청남도,공주시,12,38,6,104736
충청남도,공주시,7,40,7,104736
충청남도,공주시,38,114,15,104736
충청남도,공주시,42,299,8,104736
충청남도,공주시,13,59,6,104736
충청남도,공주시,17,79,9,104736
충청남도,공주시,17,58,14,104736
충청남도,공주시,27,72,15,104736
충청남도,공주시,8,28,11,104736
충청남도,공주시,8,214,24,104736
충청남도,공주시,25,264,27,104736
충청남도,공주시,9,50,6,104736
충청남도,공주시,6,118,17,104736
충청남도,공주시,6,664,25,104736
충청남도,공주시,5,132,21,104736
충청남도,금산군,44,577,89,51443
충청남도,금산군,17,11,4,51443
충청남도,금산군,12,40,9,51443
충청남도,금산군,27,12,7,51443
충청남도,금산군,18,12,10,51443
충청남도,금산군,10,16,5,51443
충청남도,금산군,24,13,6,51443
충청남도,금산군,21,98,11,51443
충청남도,금산군,16,124,9,51443
충청남도,금산군,29,238,20,51443
충청남도,논산시,55,235,31,116888
충청남도,논산시,21,354,25,116888
충청남도,논산시,4,31,7,116888
충청남도,논산시,12,35,8,116888
충청남도,논산시,11,48,13,116888
충청남도,논산시,28,35,6,116888
충청남도,논산시,7,34,7,116888
충청남도,논산시,29,137,28,116888
충청남도,논산시,19,59,14,116888
충청남도,논산시,23,76,12,116888
충청남도,논산시,20,74,15,116888
충청남도,논산시,4,68,15,116888
충청남도,논산시,1,28,3,116888
충청남도,논산시,2,1011,76,116888
충청남도,논산시,10,258,45,116888
충청남도,당진시,5,294,49,166145
충청남도,당진시,14,703,59,166145
충청남도,당진시,5,61,11,166145
충청남도,당진시,9,346,43,166145
충청남도,당진시,7,18,4,166145
충청남도,당진시,12,73,9,166145
충청남도,당진시,10,63,11,166145
충청남도,당진시,5,51,8,166145
충청남도,당진시,3,37,14,166145
충청남도,당진시,12,484,36,166145
충청남도,당진시,3,270,22,166145
충청남도,당진시,6,872,69,166145
충청남도,당진시,6,312,31,166145
충청남도,당진시,3,185,22,166145
충청남도,보령시,22,176,44,100249
충청남도,보령시,8,19,6,100249
충청남도,보령시,27,117,14,100249
충청남도,보령시,13,158,12,100249
충청남도,보령시,10,33,5,100249
충청남도,보령시,27,56,8,100249
충청남도,보령시,11,52,13,100249
충청남도,보령시,18,17,6,100249
충청남도,보령시,6,20,8,100249
충청남도,보령시,11,63,11,100249
충청남도,보령시,18,59,9,100249
충청남도,보령시,,99,15,100249
충청남도,보령시,3,407,64,100249
충청남도,보령시,3,608,33,100249
충청남도,보령시,6,134,24,100249
충청남도,보령시,11,464,42,100249
충청남도,부여군,34,711,65,65431
충청남도,부여군,13,141,20,65431
충청남도,부여군,10,70,9,65431
충청남도,부여군,10,52,7,65431
충청남도,부여군,17,9,4,65431
충청남도,부여군,3,25,7,65431
충청남도,부여군,9,69,14,65431
충청남도,부여군,2,9,4,65431
충청남도,부여군,4,5,,65431
충청남도,부여군,6,8,6,65431
충청남도,부여군,2,19,10,65431
충청남도,부여군,11,25,12,65431
충청남도,부여군,8,21,3,65431
충청남도,부여군,7,21,5,65431
충청남도,부여군,3,38,9,65431
충청남도,부여군,8,15,7,65431
충청남도,서산시,18,528,39,175487
충청남도,서산시,8,77,13,175487
충청남도,서산시,33,121,22,175487
충청남도,서산시,8,43,7,175487
충청남도,서산시,9,91,18,175487
충청남도,서산시,5,157,8,175487
충청남도,서산시,2,81,19,175487
충청남도,서산시,18,89,14,175487
충청남도,서산시,25,273,23,175487
충청남도,서산시,6,55,11,175487
충청남도,서산시,8,539,30,175487
충청남도,서산시,7,234,27,175487
충청남도,서산시,3,498,33,175487
충청남도,서산시,4,219,18,175487
충청남도,서산시,4,391,31,175487
충청남도,서천군,13,302,37,51926
충청남도,서천군,5,342,44,51926
충청남도,서천군,18,84,12,51926
충청남도,서천군,,13,1,51926
충청남도,서천군,2,11,4,51926
충청남도,서천군,7,53,9,51926
충청남도,서천군,1,4,4,51926
충청남도,서천군,1,4,,51926
충청남도,서천군,2,9,3,51926
충청남도,서천군,4,31,8,51926
충청남도,서천군,5,20,2,51926
충청남도,서천군,9,66,22,51926
충청남도,서천군,18,218,19,51926
충청남도,아산시,18,98,13,315279
충청남도,아산시,11,1049,63,315279
충청남도,아산시,23,83,11,315279
충청남도,아산시,5,502,24,315279
충청남도,아산시,17,336,25,315279
충청남도,아산시,2,502,35,315279
충청남도,아산시,15,124,20,315279
충청남도,아산시,8,188,24,315279
충청남도,아산시,4,60,9,315279
충청남도,아산시,10,136,22,315279
충청남도,아산시,7,334,33,315279
충청남도,아산시,5,474,28,315279
충청남도,아산시,6,417,39,315279
충청남도,아산시,5,545,46,315279
충청남도,아산시,9,230,34,315279
충청남도,아산시,7,625,28,315279
충청남도,아산시,9,213,31,315279
충청남도,예산군,25,800,75,78146
충청남도,예산군,7,214,17,78146
충청남도,예산군,6,28,7,78146
충청남도,예산군,6,23,9,78146
충청남도,예산군,16,68,12,78146
충청남도,예산군,6,45,10,78146
충청남도,예산군,3,63,10,78146
충청남도,예산군,19,360,32,78146
충청남도,예산군,6,21,5,78146
충청남도,예산군,,74,10,78146
충청남도,예산군,2,49,7,78146
충청남도,예산군,2,57,9,78146
충청남도,천안시 동남구,20,404,38,258269
충청남도,천안시 동남구,9,97,9,258269
충청남도,천안시 동남구,16,84,15,258269
충청남도,천안시 동남구,9,93,13,258269
충청남도,천안시 동남구,15,67,5,258269
충청남도,천안시 동남구,6,87,11,258269
충청남도,천안시 동남구,22,214,17,258269
충청남도,천안시 동남구,16,22,4,258269
충청남도,천안시 동남구,7,416,33,258269
충청남도,천안시 동남구,4,122,24,258269
충청남도,천안시 동남구,11,247,21,258269
충청남도,천안시 동남구,4,255,24,258269
충청남도,천안시 동남구,2,301,35,258269
충청남도,천안시 동남구,6,192,32,258269
충청남도,천안시 동남구,2,725,37,258269
충청남도,천안시 동남구,10,643,42,258269
충청남도,천안시 동남구,12,1064,48,258269
충청남도,천안시 서북구,11,503,44,400708
충청남도,천안시 서북구,15,285,26,400708
충청남도,천안시 서북구,8,360,45,400708
충청남도,천안시 서북구,17,191,23,400708
충청남도,천안시 서북구,1,432,35,400708
충청남도,천안시 서북구,2,933,50,400708
충청남도,천안시 서북구,1,474,19,400708
충청남도,천안시 서북구,2,487,30,400708
충청남도,천안시 서북구,1,194,17,400708
충청남도,천안시 서북구,2,417,22,400708
충청남도,천안시 서북구,3,896,28,400708
충청남도,천안시 서북구,2,532,41,400708
충청남도,천안시 서북구,3,1142,48,400708
충청남도,청양군,15,322,38,30816
충청남도,청양군,13,23,5,30816
충청남도,청양군,21,43,3,30816
충청남도,청양군,22,110,7,30816
충청남도,청양군,10,12,1,30816
충청남도,청양군,4,12,4,30816
충청남도,청양군,8,42,9,30816
충청남도,청양군,17,23,7,30816
충청남도,청양군,14,32,6,30816
충청남도,청양군,15,30,6,30816
충청남도,태안군,11,717,93,62346
충청남도,태안군,49,375,61,62346
충청남도,태안군,10,46,14,62346
충청남도,태안군,28,142,32,62346
충청남도,태안군,7,192,28,62346
충청남도,태안군,20,170,29,62346
충청남도,태안군,18,106,30,62346
충청남도,태안군,11,33,9,62346
충청남도,홍성군,17,1144,101,99890
충청남도,홍성군,13,198,41,99890
충청남도,홍성군,6,322,16,99890
충청남도,홍성군,3,41,12,99890
충청남도,홍성군,3,21,8,99890
충청남도,홍성군,20,17,5,99890
충청남도,홍성군,3,13,4,99890
충청남도,홍성군,6,28,5,99890
충청남도,홍성군,23,281,14,99890
충청남도,홍성군,8,82,10,99890
충청남도,홍성군,13,38,8,99890
충청북도,괴산군,23,364,36,37671
충청북도,괴산군,8,19,2,37671
충청북도,괴산군,6,26,2,37671
충청북도,괴산군,20,72,12,37671
충청북도,괴산군,19,96,10,37671
충청북도,괴산군,12,19,2,37671
충청북도,괴산군,29,128,25,37671
충청북도,괴산군,22,49,12,37671
충청북도,괴산군,23,35,8,37671
충청북도,괴산군,13,6,2,37671
충청북도,괴산군,12,41,10,37671
충청북도,단양군,30,513,50,29239
충청북도,단양군,16,143,24,29239
충청북도,단양군,23,54,13,29239
충청북도,단양군,15,42,4,29239
충청북도,단양군,14,67,14,29239
충청북도,단양군,5,18,8,29239
충청북도,단양군,16,18,3,29239
충청북도,단양군,15,42,8,29239
충청북도,보은군,30,418,61,32456
충청북도,보은군,36,131,32,32456
충청북도,보은군,7,23,7,32456
충청북도,보은군,12,54,15,32456
충청북도,보은군,7,8,5,32456
충청북도,보은군,17,46,12,32456
충청북도,보은군,11,29,1,32456
충청북도,보은군,,23,6,32456
충청북도,보은군,6,19,12,32456
충청북도,보은군,5,27,10,32456
충청북도,보은군,13,5,7,32456
충청북도,영동군,33,524,71,47561
충청북도,영동군,15,65,11,47561
충청북도,영동군,17,96,15,47561
충청북도,영동군,6,57,7,47561
충청북도,영동군,9,22,6,47561
충청북도,영동군,14,34,4,47561
충청북도,영동군,16,17,5,47561
충청북도,영동군,3,9,4,47561
충청북도,영동군,25,29,7,47561
충청북도,영동군,16,49,9,47561
충청북도,영동군,19,42,10,47561
충청북도,옥천군,34,686,77,50619
충청북도,옥천군,19,63,6,50619
충청북도,옥천군,11,14,9,50619
충청북도,옥천군,12,39,11,50619
충청북도,옥천군,21,18,5,50619
충청북도,옥천군,13,71,10,50619
충청북도,옥천군,22,57,8,50619
충청북도,옥천군,13,45,8,50619
충청북도,옥천군,25,83,6,50619
충청북도,음성군,27,437,38,93310
충청북도,음성군,20,614,37,93310
충청북도,음성군,14,42,8,93310
충청북도,음성군,17,62,7,93310
충청북도,음성군,5,322,20,93310
충청북도,음성군,7,457,36,93310
충청북도,음성군,22,197,20,93310
충청북도,음성군,19,109,8,93310
충청북도,음성군,19,276,25,93310
충청북도,제천시,29,156,18,133115
충청북도,제천시,16,50,5,133115
충청북도,제천시,18,80,24,133115
충청북도,제천시,23,46,8,133115
충청북도,제천시,12,42,14,133115
충청북도,제천시,8,45,7,133115
충청북도,제천시,13,75,13,133115
충청북도,제천시,20,64,10,133115
충청북도,제천시,10,316,33,133115
충청북도,제천시,6,157,18,133115
충청북도,제천시,9,651,52,133115
충청북도,제천시,5,102,16,133115
충청북도,제천시,4,263,30,133115
충청북도,제천시,2,342,25,133115
충청북도,제천시,17,158,16,133115
충청북도,제천시,7,537,42,133115
충청북도,제천시,12,248,49,133115
충청북도,증평군,39,919,63,36960
충청북도,증평군,14,18,3,36960
충청북도,진천군,29,851,68,83621
충청북도,진천군,12,281,22,83621
충청북도,진천군,,10,1,83621
충청북도,진천군,12,58,11,83621
충청북도,진천군,20,49,9,83621
충청북도,진천군,9,44,5,83621
충청북도,진천군,10,156,13,83621
충청북도,진천군,13,408,19,83621
충청북도,청주시 상당구,16,80,5,189727
충청북도,청주시 상당구,41,119,18,189727
충청북도,청주시 상당구,28,53,11,189727
충청북도,청주시 상당구,23,128,16,189727
충청북도,청주시 상당구,27,100,15,189727
충청북도,청주시 상당구,16,358,21,189727
충청북도,청주시 상당구,12,629,51,189727
충청북도,청주시 상당구,9,94,30,189727
충청북도,청주시 상당구,4,165,19,189727
충청북도,청주시 상당구,2,414,45,189727
충청북도,청주시 상당구,20,252,13,189727
충청북도,청주시 상당구,11,864,41,189727
충청북도,청주시 상당구,6,307,34,189727
충청북도,청주시 서원구,28,176,30,195804
충청북도,청주시 서원구,13,99,7,195804
충청북도,청주시 서원구,8,145,31,195804
충청북도,청주시 서원구,4,174,22,195804
충청북도,청주시 서원구,1,617,50,195804
충청북도,청주시 서원구,4,273,26,195804
충청북도,청주시 서원구,2,640,28,195804
충청북도,청주시 서원구,5,351,30,195804
충청북도,청주시 서원구,2,266,29,195804
충청북도,청주시 서원구,3,293,31,195804
충청북도,청주시 서원구,3,622,49,195804
충청북도,청주시 청원구,25,337,34,193973
충청북도,청주시 청원구,27,1157,70,193973
충청북도,청주시 청원구,20,43,13,193973
충청북도,청주시 청원구,4,430,40,193973
충청북도,청주시 청원구,8,317,28,193973
충청북도,청주시 청원구,5,216,23,193973
충청북도,청주시 청원구,9,1073,57,193973
충청북도,청주시 청원구,4,254,15,193973
충청북도,청주시 흥덕구,10,386,24,265311
충청북도,청주시 흥덕구,6,245,23,265311
충청북도,청주시 흥덕구,10,196,25,265311
충청북도,청주시 흥덕구,5,306,35,265311
충청북도,청주시 흥덕구,1,974,57,265311
충청북도,청주시 흥덕구,2,526,58,265311
충청북도,청주시 흥덕구,,963,64,265311
충청북도,청주시 흥덕구,1,258,25,265311
충청북도,청주시 흥덕구,4,758,51,265311
충청북도,청주시 흥덕구,30,434,54,265311
충청북도,청주시 흥덕구,6,80,3,265311
충청북도,충주시,20,141,21,210313
충청북도,충주시,14,44,6,210313
충청북도,충주시,15,176,22,210313
충청북도,충주시,8,256,18,210313
충청북도,충주시,14,49,8,210313
충청북도,충주시,10,47,6,210313
충청북도,충주시,21,137,13,210313
충청북도,충주시,24,140,17,210313
충청북도,충주시,5,32,3,210313
충청북도,충주시,24,80,14,210313
충청북도,충주시,21,81,9,210313
충청북도,충주시,7,54,12,210313
충청북도,충주시,11,18,1,210313
충청북도,충주시,9,409,36,210313
충청북도,충주시,17,451,37,210313
충청북도,충주시,3,207,27,210313
충청북도,충주시,1,232,30,210313
충청북도,충주시,4,94,12,210313
충청북도,충주시,1,218,38,210313
충청북도,충주시,9,138,16,210313
충청북도,충주시,5,143,15,210313
충청북도,충주시,2,201,34,210313
충청북도,충주시,14,481,35,210313
충청북도,충주시,5,877,57,210313
충청북도,충주시,7,146,36,210313
